id,internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity,brand
1898,ORD-57376408,ONL-8200615737,唯品会特卖店,USER-21298,2024-11-17 09:31:00,2024-11-15 09:31:00,5515.54,5515.54,待发货,王旭,SPU-阿迪-毛衣,2024-11-14 16:31:00,广东省,广州市,唯品会,SUB-57376408-691,SONL-8200615737-672,ONL-8200615737,AD-4151,1,2854.32,阿迪达斯 毛衣 (蓝色/均码),蓝色/均码,2854.32,5515.54,否,待发货,已退款,1,1,阿迪达斯
1899,ORD-24755111,ONL-5573745353,抖音直播间,USER-63862,2024-12-19 02:49:00,2024-12-16 02:49:00,1480.54,1480.54,待发货,李桂英,SPU-以纯-卫衣,2024-12-15 20:49:00,湖南省,湘潭市,抖音电商,SUB-24755111-955,SONL-5573745353-984,ONL-5573745353,HM-1222,5,271.14,以纯 卫衣 (白色/L),白色/L,1355.7,1480.54,否,待发货,待审核,5,0,以纯
1900,ORD-35045717,ONL-2774070692,京东自营店,USER-13208,2024-07-09 06:40:00,2024-07-08 06:40:00,4467.27,4467.27,已取消,梁桂荣,SPU-耐克-T恤,2024-07-07 14:40:00,湖南省,衡阳市,京东,SUB-35045717-881,SONL-2774070692-678,ONL-2774070692,SM-1942,4,1012.69,耐克 T恤 (绿色/M),绿色/M,4050.76,4467.27,否,已取消,待审核,4,0,耐克
1901,ORD-78119806,ONL-9494499841,拼多多专卖店,USER-77485,2024-12-19 13:13:00,2024-12-18 13:13:00,3682.11,2752.95,已取消,焦丹丹,SPU-阿迪-T恤,2024-12-18 00:13:00,河南省,新乡市,线下,SUB-78119806-589,SONL-9494499841-870,ONL-9494499841,MT-9097,2,1619.28,阿迪达斯 T恤 (绿色/S),绿色/S,3238.56,3682.11,否,已取消,待审核,2,0,阿迪达斯
1902,ORD-51981190,ONL-8420238915,京东自营店,USER-87792,2024-08-06 10:35:00,2024-08-04 10:35:00,4572.57,4572.57,待发货,郭欢,SPU-耐克-T恤,2024-08-03 18:35:00,四川省,成都市,天猫,SUB-51981190-676,SONL-8420238915-135,ONL-8420238915,SM-9108,2,1835.67,耐克 T恤 (黑色/XXXL),黑色/XXXL,3671.34,4572.57,否,待发货,已退款,2,2,耐克
1903,ORD-29824842,ONL-4553030949,拼多多专卖店,USER-87586,2024-09-16 00:31:00,2024-09-15 00:31:00,5821.18,5821.18,已取消,鞠想,SPU-森马-T恤,2024-09-14 20:31:00,北京市,北京市,拼多多,SUB-29824842-562,SONL-4553030949-149,ONL-4553030949,MT-3073,4,1209.09,森马 T恤 (黑色/XXXL),黑色/XXXL,4836.36,5821.18,否,已取消,已退款,4,4,森马
1904,ORD-61525842,ONL-7813375017,唯品会特卖店,USER-89464,2024-09-10 04:13:00,2024-09-09 04:13:00,2671.67,2671.67,已完成,江坤,SPU-李宁-风衣,2024-09-08 08:13:00,广东省,深圳市,抖音电商,SUB-61525842-429,SONL-7813375017-474,ONL-7813375017,HM-6403,2,1189.84,李宁 风衣 (灰色/M),灰色/M,2379.68,2671.67,否,已完成,退款失败,2,0,李宁
1905,ORD-49167078,ONL-2072871542,拼多多专卖店,USER-90480,2024-06-25 21:20:00,2024-06-22 21:20:00,1425.98,1425.98,已完成,徐刚,SPU-安踏-连衣,2024-06-21 21:20:00,北京市,北京市,线下,SUB-49167078-235,SONL-2072871542-855,ONL-2072871542,YC-3926,1,827.38,安踏 连衣裙 (黑色/L),黑色/L,827.38,1425.98,否,已完成,待审核,1,0,安踏
1906,ORD-96386094,ONL-9281776086,拼多多专卖店,USER-30556,2024-11-18 12:00:00,2024-11-17 12:00:00,6646.21,6646.21,待发货,秦文,SPU-阿迪-T恤,2024-11-16 22:00:00,上海市,上海市,抖音电商,SUB-96386094-867,SONL-9281776086-689,ONL-9281776086,LN-8584,2,1914.65,阿迪达斯 T恤 (绿色/M),绿色/M,3829.3,6646.21,否,待发货,退款失败,2,0,阿迪达斯
1907,ORD-25390611,ONL-4829522482,拼多多专卖店,USER-35746,2024-02-16 03:39:00,2024-02-13 03:39:00,4335.28,4335.28,已完成,杨春梅,SPU-安踏-衬衫,2024-02-12 23:39:00,北京市,北京市,拼多多,SUB-25390611-109,SONL-4829522482-191,ONL-4829522482,HM-5832,3,1140.31,安踏 衬衫 (黄色/L),黄色/L,3420.93,4335.28,是,已完成,无退款,3,0,安踏
1908,ORD-55634875,ONL-7135342867,天猫旗舰店,USER-43518,2024-09-22 20:05:00,2024-09-21 20:05:00,1776.98,1776.98,待发货,王岩,SPU-耐克-毛衣,2024-09-21 09:05:00,江苏省,无锡市,拼多多,SUB-55634875-462,SONL-7135342867-712,ONL-7135342867,SM-6013,3,559.57,耐克 毛衣 (黑色/XL),黑色/XL,1678.71,1776.98,否,待发货,退款失败,3,0,耐克
1909,ORD-35493594,ONL-4681434773,唯品会特卖店,USER-48348,2024-04-28 16:28:00,2024-04-27 16:28:00,12173.08,12173.08,已完成,李莉,SPU-李宁-休闲,2024-04-26 20:28:00,上海市,上海市,京东,SUB-35493594-401,SONL-4681434773-460,ONL-4681434773,NK-7512,4,2485.47,李宁 休闲裤 (紫色/XXXL),紫色/XXXL,9941.88,12173.08,否,已完成,无退款,4,0,李宁
1910,ORD-95847500,ONL-8258126712,天猫旗舰店,USER-98894,2024-09-07 20:39:00,2024-09-06 20:39:00,3396.6,3396.6,已完成,宋芳,SPU-以纯-风衣,2024-09-06 14:39:00,山东省,潍坊市,唯品会,SUB-95847500-613,SONL-8258126712-951,ONL-8258126712,SM-8405,5,603.19,以纯 风衣 (灰色/L),灰色/L,3015.95,3396.6,否,已完成,已退款,5,5,以纯
1911,ORD-73428226,ONL-7909391673,京东自营店,USER-36065,2024-04-25 13:10:00,2024-04-23 13:10:00,1752.38,849.61,退款中,张娟,SPU-以纯-T恤,2024-04-23 08:10:00,江苏省,无锡市,线下,SUB-73428226-846,SONL-7909391673-552,ONL-7909391673,AN-4490,1,1378.52,以纯 T恤 (黑色/L),黑色/L,1378.52,1752.38,否,退款中,无退款,1,0,以纯
1912,ORD-26631963,ONL-6350074330,线下直营店,USER-27263,2024-09-16 18:57:00,2024-09-15 18:57:00,4174.36,4174.36,待发货,唐秀华,SPU-耐克-T恤,2024-09-14 20:57:00,江苏省,常州市,抖音电商,SUB-26631963-637,SONL-6350074330-351,ONL-6350074330,LN-4660,2,1751.94,耐克 T恤 (白色/XXXL),白色/XXXL,3503.88,4174.36,否,待发货,退款失败,2,0,耐克
1913,ORD-11043988,ONL-5514165450,京东自营店,USER-52272,2024-01-30 06:22:00,2024-01-27 06:22:00,7510.85,7510.85,待发货,蔡丽,SPU-李宁-羽绒,2024-01-26 20:22:00,广东省,深圳市,线下,SUB-11043988-213,SONL-5514165450-903,ONL-5514165450,YC-2142,5,1303.4,李宁 羽绒服 (白色/XXXL),白色/XXXL,6517.0,7510.85,否,待发货,退款失败,5,0,李宁
1914,ORD-64209086,ONL-2763582298,抖音直播间,USER-21161,2024-05-11 06:13:00,2024-05-09 06:13:00,2646.65,2646.65,待发货,黄楠,SPU-阿迪-卫衣,2024-05-08 13:13:00,湖南省,长沙市,线下,SUB-64209086-392,SONL-2763582298-170,ONL-2763582298,NK-8487,5,304.07,阿迪达斯 卫衣 (紫色/XL),紫色/XL,1520.35,2646.65,否,待发货,待审核,5,0,阿迪达斯
1915,ORD-28427853,ONL-7164937684,线下直营店,USER-51254,2024-02-24 18:41:00,2024-02-23 18:41:00,8560.3,8560.3,已完成,石琴,SPU-李宁-衬衫,2024-02-22 20:41:00,浙江省,宁波市,拼多多,SUB-28427853-345,SONL-7164937684-585,ONL-7164937684,AD-4370,4,2005.48,李宁 衬衫 (粉色/L),粉色/L,8021.92,8560.3,否,已完成,待审核,4,0,李宁
1916,ORD-93786981,ONL-4491403899,抖音直播间,USER-63325,2024-04-14 18:31:00,2024-04-13 18:31:00,8205.43,8205.43,已发货,吕华,SPU-阿迪-卫衣,2024-04-13 14:31:00,北京市,北京市,京东,SUB-93786981-666,SONL-4491403899-961,ONL-4491403899,ZR-6716,3,2396.41,阿迪达斯 卫衣 (白色/均码),白色/均码,7189.23,8205.43,否,已发货,已退款,3,3,阿迪达斯
1917,ORD-45272000,ONL-7611027639,京东自营店,USER-45273,2024-07-15 17:49:00,2024-07-13 17:49:00,1344.35,1344.35,已完成,彭浩,SPU-阿迪-卫衣,2024-07-13 10:49:00,广东省,东莞市,京东,SUB-45272000-752,SONL-7611027639-103,ONL-7611027639,HM-9560,3,385.11,阿迪达斯 卫衣 (卡其色/XXL),卡其色/XXL,1155.33,1344.35,否,已完成,无退款,3,0,阿迪达斯
1918,ORD-76083288,ONL-8958970802,京东自营店,USER-38793,2024-10-22 06:53:00,2024-10-20 06:53:00,6419.12,6419.12,已完成,谷玉英,SPU-李宁-毛衣,2024-10-19 14:53:00,浙江省,嘉兴市,线下,SUB-76083288-442,SONL-8958970802-536,ONL-8958970802,SM-3223,2,2678.82,李宁 毛衣 (绿色/XL),绿色/XL,5357.64,6419.12,否,已完成,已退款,2,2,李宁
1919,ORD-12958203,ONL-6889638808,抖音直播间,USER-40234,2024-09-04 10:32:00,2024-09-03 10:32:00,1554.31,1554.31,已发货,刘佳,SPU-美特-卫衣,2024-09-02 17:32:00,江苏省,无锡市,抖音电商,SUB-12958203-119,SONL-6889638808-314,ONL-6889638808,SM-5761,1,1230.9,美特斯邦威 卫衣 (绿色/XXL),绿色/XXL,1230.9,1554.31,否,已发货,无退款,1,0,美特斯邦威
1920,ORD-19088304,ONL-2744526147,唯品会特卖店,USER-75757,2024-02-26 19:52:00,2024-02-24 19:52:00,4855.4,2324.58,退款中,萧洁,SPU-安踏-卫衣,2024-02-24 12:52:00,山东省,烟台市,拼多多,SUB-19088304-609,SONL-2744526147-301,ONL-2744526147,ZR-5003,3,1292.83,安踏 卫衣 (紫色/L),紫色/L,3878.49,4855.4,否,退款中,无退款,3,0,安踏
1921,ORD-21563553,ONL-2439755671,拼多多专卖店,USER-53704,2024-09-03 00:29:00,2024-09-01 00:29:00,1016.42,1016.42,已取消,张玉,SPU-美特-衬衫,2024-08-31 22:29:00,山东省,济南市,唯品会,SUB-21563553-794,SONL-2439755671-532,ONL-2439755671,YC-5140,1,783.32,美特斯邦威 衬衫 (灰色/XXL),灰色/XXL,783.32,1016.42,否,已取消,待审核,1,0,美特斯邦威
1922,ORD-48003038,ONL-6460724895,唯品会特卖店,USER-73212,2024-08-13 00:42:00,2024-08-12 00:42:00,3642.29,3642.29,已发货,李秀芳,SPU-李宁-T恤,2024-08-11 12:42:00,江苏省,南京市,拼多多,SUB-48003038-610,SONL-6460724895-877,ONL-6460724895,UN-8185,5,565.92,李宁 T恤 (蓝色/XXL),蓝色/XXL,2829.6,3642.29,否,已发货,待审核,5,0,李宁
1923,ORD-92203053,ONL-4337173609,天猫旗舰店,USER-11368,2024-08-13 17:07:00,2024-08-10 17:07:00,2025.28,2025.28,已发货,任桂花,SPU-李宁-连衣,2024-08-10 09:07:00,江苏省,无锡市,线下,SUB-92203053-292,SONL-4337173609-839,ONL-4337173609,NK-9971,1,1742.01,李宁 连衣裙 (卡其色/XXL),卡其色/XXL,1742.01,2025.28,否,已发货,退款失败,1,0,李宁
1924,ORD-13996632,ONL-8860829233,京东自营店,USER-38826,2025-01-02 17:16:00,2024-12-30 17:16:00,1272.24,1272.24,已取消,赵建华,SPU-安踏-衬衫,2024-12-30 15:16:00,上海市,上海市,线下,SUB-13996632-248,SONL-8860829233-102,ONL-8860829233,YC-7102,1,1185.08,安踏 衬衫 (卡其色/M),卡其色/M,1185.08,1272.24,是,已取消,无退款,1,0,安踏
1925,ORD-51769472,ONL-2584854061,拼多多专卖店,USER-38281,2024-07-04 20:11:00,2024-07-03 20:11:00,1832.07,1832.07,待发货,黄辉,SPU-阿迪-运动,2024-07-03 20:11:00,广东省,深圳市,京东,SUB-51769472-353,SONL-2584854061-830,ONL-2584854061,LN-3337,4,413.1,阿迪达斯 运动裤 (绿色/均码),绿色/均码,1652.4,1832.07,否,待发货,已退款,4,4,阿迪达斯
1926,ORD-18793810,ONL-5263109908,唯品会特卖店,USER-47173,2024-09-02 03:01:00,2024-08-31 03:01:00,11897.96,11897.96,已发货,罗玉兰,SPU-森马-衬衫,2024-08-30 08:01:00,浙江省,嘉兴市,线下,SUB-18793810-186,SONL-5263109908-343,ONL-5263109908,AD-8726,5,1997.47,森马 衬衫 (黄色/均码),黄色/均码,9987.35,11897.96,否,已发货,退款失败,5,0,森马
1927,ORD-59643818,ONL-9287263596,拼多多专卖店,USER-39895,2024-09-11 19:23:00,2024-09-08 19:23:00,1109.54,1109.54,待发货,张柳,SPU-阿迪-衬衫,2024-09-08 18:23:00,北京市,北京市,抖音电商,SUB-59643818-137,SONL-9287263596-275,ONL-9287263596,NK-8535,4,231.19,阿迪达斯 衬衫 (绿色/均码),绿色/均码,924.76,1109.54,否,待发货,无退款,4,0,阿迪达斯
1928,ORD-69988841,ONL-8252393818,拼多多专卖店,USER-17396,2024-07-17 06:53:00,2024-07-14 06:53:00,2039.34,2039.34,已发货,张伟,SPU-美特-衬衫,2024-07-13 18:53:00,湖北省,武汉市,天猫,SUB-69988841-333,SONL-8252393818-558,ONL-8252393818,YC-9022,2,908.23,美特斯邦威 衬衫 (紫色/XXL),紫色/XXL,1816.46,2039.34,否,已发货,退款失败,2,0,美特斯邦威
1929,ORD-82663492,ONL-9545895361,拼多多专卖店,USER-25480,2024-11-21 11:08:00,2024-11-18 11:08:00,5457.47,5457.47,已完成,胡红梅,SPU-阿迪-风衣,2024-11-17 12:08:00,北京市,北京市,唯品会,SUB-82663492-673,SONL-9545895361-472,ONL-9545895361,LN-8300,1,3317.11,阿迪达斯 风衣 (卡其色/S),卡其色/S,3317.11,5457.47,否,已完成,无退款,1,0,阿迪达斯
1930,ORD-97884651,ONL-4047308092,天猫旗舰店,USER-10346,2024-09-15 20:41:00,2024-09-14 20:41:00,10910.41,10910.41,已取消,沈林,SPU-耐克-卫衣,2024-09-14 18:41:00,湖南省,衡阳市,京东,SUB-97884651-534,SONL-4047308092-987,ONL-4047308092,ZR-6740,4,2470.43,耐克 卫衣 (白色/L),白色/L,9881.72,10910.41,否,已取消,无退款,4,0,耐克
1931,ORD-79451793,ONL-9292820257,抖音直播间,USER-52299,2024-09-12 00:19:00,2024-09-09 00:19:00,1473.79,1473.79,已发货,唐楠,SPU-优衣-毛衣,2024-09-08 18:19:00,四川省,绵阳市,拼多多,SUB-79451793-455,SONL-9292820257-854,ONL-9292820257,LN-2075,3,421.03,优衣库 毛衣 (黄色/L),黄色/L,1263.09,1473.79,否,已发货,已退款,3,3,优衣库
1932,ORD-55358247,ONL-9189334746,天猫旗舰店,USER-14616,2024-06-04 09:42:00,2024-06-03 09:42:00,4426.47,4426.47,已完成,马凤兰,SPU-森马-连衣,2024-06-02 12:42:00,湖南省,株洲市,抖音电商,SUB-55358247-718,SONL-9189334746-684,ONL-9189334746,ZR-4151,2,1352.99,森马 连衣裙 (紫色/XL),紫色/XL,2705.98,4426.47,否,已完成,已退款,2,2,森马
1933,ORD-66056343,ONL-9962180676,抖音直播间,USER-28701,2024-09-30 06:34:00,2024-09-28 06:34:00,5304.34,5304.34,已取消,陈霞,SPU-安踏-牛仔,2024-09-27 19:34:00,浙江省,嘉兴市,京东,SUB-66056343-322,SONL-9962180676-428,ONL-9962180676,AD-8906,3,1407.03,安踏 牛仔裤 (灰色/S),灰色/S,4221.09,5304.34,否,已取消,退款失败,3,0,安踏
1934,ORD-56276145,ONL-9460094514,唯品会特卖店,USER-87086,2024-12-14 07:51:00,2024-12-13 07:51:00,11702.37,8427.67,已取消,范波,SPU-森马-羽绒,2024-12-12 08:51:00,湖南省,株洲市,拼多多,SUB-56276145-614,SONL-9460094514-408,ONL-9460094514,LN-1535,5,1834.71,森马 羽绒服 (绿色/L),绿色/L,9173.55,11702.37,否,已取消,已退款,5,5,森马
1935,ORD-35306053,ONL-3755257108,线下直营店,USER-29541,2024-09-01 13:10:00,2024-08-29 13:10:00,11656.17,11656.17,已发货,程桂芳,SPU-李宁-运动,2024-08-28 19:10:00,北京市,北京市,线下,SUB-35306053-539,SONL-3755257108-523,ONL-3755257108,AD-1521,4,2369.05,李宁 运动裤 (粉色/L),粉色/L,9476.2,11656.17,否,已发货,待审核,4,0,李宁
1936,ORD-16351297,ONL-8307150774,唯品会特卖店,USER-63837,2024-05-28 01:03:00,2024-05-27 01:03:00,12143.76,12143.76,已完成,王帆,SPU-以纯-衬衫,2024-05-26 19:03:00,江苏省,南京市,京东,SUB-16351297-199,SONL-8307150774-142,ONL-8307150774,HM-3099,3,2276.3,以纯 衬衫 (红色/XXXL),红色/XXXL,6828.9,12143.76,否,已完成,无退款,3,0,以纯
1937,ORD-14127656,ONL-2359681813,唯品会特卖店,USER-87569,2024-12-03 11:23:00,2024-11-30 11:23:00,24507.71,23645.36,已取消,朱佳,SPU-阿迪-衬衫,2024-11-29 18:23:00,河南省,新乡市,天猫,SUB-14127656-537,SONL-2359681813-737,ONL-2359681813,SM-7832,5,2572.0,阿迪达斯 衬衫 (红色/XL),红色/XL,12860.0,24507.71,否,已取消,无退款,5,0,阿迪达斯
1938,ORD-47595141,ONL-6021053107,拼多多专卖店,USER-43845,2024-08-23 04:46:00,2024-08-20 04:46:00,747.95,325.73,已取消,范琳,SPU-安踏-T恤,2024-08-19 08:46:00,浙江省,宁波市,唯品会,SUB-47595141-108,SONL-6021053107-874,ONL-6021053107,UN-1839,1,587.27,安踏 T恤 (灰色/XXXL),灰色/XXXL,587.27,747.95,否,已取消,待审核,1,0,安踏
1939,ORD-88537373,ONL-1847145049,抖音直播间,USER-18326,2024-09-08 15:44:00,2024-09-07 15:44:00,11189.81,11189.81,已取消,赵玲,SPU-阿迪-风衣,2024-09-06 21:44:00,湖北省,荆州市,抖音电商,SUB-88537373-707,SONL-1847145049-672,ONL-1847145049,YC-1463,4,2616.4,阿迪达斯 风衣 (白色/S),白色/S,10465.6,11189.81,否,已取消,待审核,4,0,阿迪达斯
1940,ORD-50972181,ONL-9845449135,唯品会特卖店,USER-19739,2024-05-29 22:15:00,2024-05-26 22:15:00,6598.06,6598.06,已发货,吕桂芳,SPU-以纯-衬衫,2024-05-26 19:15:00,广东省,佛山市,唯品会,SUB-50972181-257,SONL-9845449135-399,ONL-9845449135,SM-8648,2,1904.25,以纯 衬衫 (紫色/XL),紫色/XL,3808.5,6598.06,否,已发货,退款失败,2,0,以纯
1941,ORD-26515507,ONL-9553423040,拼多多专卖店,USER-53947,2024-02-17 18:53:00,2024-02-16 18:53:00,928.78,928.78,待发货,李颖,SPU-阿迪-毛衣,2024-02-16 17:53:00,湖北省,宜昌市,抖音电商,SUB-26515507-565,SONL-9553423040-101,ONL-9553423040,LN-5507,1,830.57,阿迪达斯 毛衣 (红色/均码),红色/均码,830.57,928.78,否,待发货,待审核,1,0,阿迪达斯
1942,ORD-32325272,ONL-4054294652,京东自营店,USER-17586,2024-07-22 15:30:00,2024-07-20 15:30:00,8826.03,8826.03,已取消,戴秀梅,SPU-阿迪-连衣,2024-07-19 20:30:00,湖南省,湘潭市,天猫,SUB-32325272-129,SONL-4054294652-863,ONL-4054294652,LN-1708,3,2380.83,阿迪达斯 连衣裙 (红色/XXXL),红色/XXXL,7142.49,8826.03,否,已取消,已退款,3,3,阿迪达斯
1943,ORD-20746858,ONL-5726517416,唯品会特卖店,USER-95746,2024-10-01 04:44:00,2024-09-30 04:44:00,3689.54,3423.59,退款中,段莉,SPU-耐克-风衣,2024-09-29 20:44:00,广东省,佛山市,唯品会,SUB-20746858-134,SONL-5726517416-553,ONL-5726517416,YC-9828,2,1629.31,耐克 风衣 (灰色/XXXL),灰色/XXXL,3258.62,3689.54,否,退款中,已退款,2,2,耐克
1944,ORD-64328043,ONL-7588869269,抖音直播间,USER-55520,2024-02-08 06:50:00,2024-02-05 06:50:00,6385.33,6385.33,已发货,曾玉,SPU-森马-毛衣,2024-02-04 19:50:00,河南省,洛阳市,天猫,SUB-64328043-877,SONL-7588869269-558,ONL-7588869269,LN-1877,5,1004.08,森马 毛衣 (绿色/均码),绿色/均码,5020.4,6385.33,否,已发货,待审核,5,0,森马
1945,ORD-88731850,ONL-3622176309,京东自营店,USER-48469,2024-12-17 19:39:00,2024-12-15 19:39:00,4014.96,4014.96,待发货,刘琴,SPU-阿迪-外套,2024-12-14 20:39:00,上海市,上海市,线下,SUB-88731850-423,SONL-3622176309-628,ONL-3622176309,LN-9062,2,1636.15,阿迪达斯 外套 (白色/XL),白色/XL,3272.3,4014.96,否,待发货,退款失败,2,0,阿迪达斯
1946,ORD-28489847,ONL-9977596335,京东自营店,USER-79438,2024-12-06 22:12:00,2024-12-05 22:12:00,7180.39,7180.39,已发货,蒲萍,SPU-阿迪-衬衫,2024-12-05 10:12:00,江苏省,苏州市,唯品会,SUB-28489847-413,SONL-9977596335-860,ONL-9977596335,LN-8629,3,2057.17,阿迪达斯 衬衫 (黑色/XXL),黑色/XXL,6171.51,7180.39,是,已发货,退款失败,3,0,阿迪达斯
1947,ORD-98221721,ONL-8810423046,唯品会特卖店,USER-81342,2024-08-08 17:36:00,2024-08-07 17:36:00,1481.86,1481.86,已完成,刘婷婷,SPU-阿迪-T恤,2024-08-06 18:36:00,湖南省,衡阳市,线下,SUB-98221721-162,SONL-8810423046-134,ONL-8810423046,YC-2996,2,576.17,阿迪达斯 T恤 (灰色/M),灰色/M,1152.34,1481.86,否,已完成,退款失败,2,0,阿迪达斯
1948,ORD-55220611,ONL-6903047051,拼多多专卖店,USER-68456,2024-08-12 13:19:00,2024-08-10 13:19:00,8042.92,7297.71,已取消,张峰,SPU-以纯-运动,2024-08-10 11:19:00,山东省,潍坊市,天猫,SUB-55220611-748,SONL-6903047051-969,ONL-6903047051,NK-7858,5,1280.38,以纯 运动裤 (白色/均码),白色/均码,6401.9,8042.92,否,已取消,待审核,5,0,以纯
1949,ORD-21795965,ONL-1441195826,线下直营店,USER-43986,2024-10-12 16:00:00,2024-10-10 16:00:00,1199.39,1199.39,待发货,唐丽华,SPU-以纯-T恤,2024-10-10 09:00:00,河南省,郑州市,抖音电商,SUB-21795965-283,SONL-1441195826-525,ONL-1441195826,UN-8102,1,1013.84,以纯 T恤 (粉色/均码),粉色/均码,1013.84,1199.39,否,待发货,待审核,1,0,以纯
1950,ORD-80815823,ONL-6695635947,线下直营店,USER-12159,2024-06-24 18:35:00,2024-06-23 18:35:00,3849.24,3849.24,已完成,王娟,SPU-阿迪-运动,2024-06-23 09:35:00,四川省,德阳市,唯品会,SUB-80815823-823,SONL-6695635947-107,ONL-6695635947,HM-7420,4,595.85,阿迪达斯 运动裤 (粉色/XXL),粉色/XXL,2383.4,3849.24,否,已完成,待审核,4,0,阿迪达斯
1951,ORD-55125687,ONL-4143642973,唯品会特卖店,USER-96022,2024-05-06 00:25:00,2024-05-05 00:25:00,3339.64,3339.64,待发货,罗凯,SPU-ZA-卫衣,2024-05-04 19:25:00,山东省,烟台市,唯品会,SUB-55125687-592,SONL-4143642973-561,ONL-4143642973,HM-6685,3,602.25,ZARA 卫衣 (灰色/XXL),灰色/XXL,1806.75,3339.64,否,待发货,退款失败,3,0,ZARA
1952,ORD-66855072,ONL-5926725789,天猫旗舰店,USER-33441,2024-08-19 07:18:00,2024-08-18 07:18:00,2720.27,2720.27,已发货,徐琴,SPU-李宁-T恤,2024-08-17 18:18:00,浙江省,嘉兴市,拼多多,SUB-66855072-438,SONL-5926725789-429,ONL-5926725789,AN-2182,1,2161.91,李宁 T恤 (红色/XXXL),红色/XXXL,2161.91,2720.27,否,已发货,已退款,1,1,李宁
1953,ORD-99553425,ONL-6994474216,唯品会特卖店,USER-34092,2025-01-02 01:21:00,2024-12-31 01:21:00,418.15,418.15,已取消,陈柳,SPU-耐克-T恤,2024-12-30 20:21:00,湖北省,武汉市,天猫,SUB-99553425-655,SONL-6994474216-878,ONL-6994474216,NK-7165,1,364.27,耐克 T恤 (红色/S),红色/S,364.27,418.15,否,已取消,退款失败,1,0,耐克
1954,ORD-59886447,ONL-4502632733,天猫旗舰店,USER-11599,2024-12-19 15:54:00,2024-12-16 15:54:00,7379.3,7379.3,已取消,孙静,SPU-耐克-衬衫,2024-12-16 08:54:00,浙江省,宁波市,拼多多,SUB-59886447-528,SONL-4502632733-173,ONL-4502632733,AN-5334,5,1158.76,耐克 衬衫 (黄色/均码),黄色/均码,5793.8,7379.3,否,已取消,无退款,5,0,耐克
1955,ORD-47714811,ONL-4118630697,京东自营店,USER-60771,2024-01-18 00:32:00,2024-01-15 00:32:00,1703.51,1703.51,已取消,邓旭,SPU-李宁-T恤,2024-01-14 11:32:00,江苏省,南京市,抖音电商,SUB-47714811-436,SONL-4118630697-117,ONL-4118630697,AD-4845,1,1514.54,李宁 T恤 (黑色/XL),黑色/XL,1514.54,1703.51,否,已取消,待审核,1,0,李宁
1956,ORD-53566917,ONL-3585630774,唯品会特卖店,USER-15307,2024-10-28 14:59:00,2024-10-26 14:59:00,5985.05,5985.05,已完成,曾敏,SPU-美特-衬衫,2024-10-26 14:59:00,广东省,东莞市,唯品会,SUB-53566917-533,SONL-3585630774-338,ONL-3585630774,ZR-8506,5,931.35,美特斯邦威 衬衫 (黄色/S),黄色/S,4656.75,5985.05,否,已完成,待审核,5,0,美特斯邦威
1957,ORD-80784463,ONL-8762852931,拼多多专卖店,USER-31744,2024-07-14 17:45:00,2024-07-12 17:45:00,2165.05,2165.05,待发货,石文,SPU-森马-卫衣,2024-07-11 21:45:00,广东省,佛山市,天猫,SUB-80784463-332,SONL-8762852931-802,ONL-8762852931,NK-1268,2,850.22,森马 卫衣 (黑色/XXL),黑色/XXL,1700.44,2165.05,否,待发货,已退款,2,2,森马
1958,ORD-85765279,ONL-3518847900,抖音直播间,USER-35005,2024-11-25 11:16:00,2024-11-24 11:16:00,3128.9,3128.9,待发货,卢秀英,SPU-美特-风衣,2024-11-23 15:16:00,四川省,德阳市,拼多多,SUB-85765279-244,SONL-3518847900-513,ONL-3518847900,AD-5568,3,540.19,美特斯邦威 风衣 (红色/XL),红色/XL,1620.57,3128.9,否,待发货,已退款,3,3,美特斯邦威
1959,ORD-78408804,ONL-6071881950,京东自营店,USER-30852,2024-10-09 12:31:00,2024-10-06 12:31:00,7964.24,7964.24,已取消,陶军,SPU-安踏-T恤,2024-10-06 07:31:00,山东省,烟台市,拼多多,SUB-78408804-480,SONL-6071881950-988,ONL-6071881950,SM-6994,4,1844.5,安踏 T恤 (黄色/XL),黄色/XL,7378.0,7964.24,否,已取消,待审核,4,0,安踏
1960,ORD-58309537,ONL-8366021311,抖音直播间,USER-20147,2024-12-29 11:44:00,2024-12-26 11:44:00,7087.01,7087.01,待发货,袁兵,SPU-阿迪-衬衫,2024-12-25 16:44:00,浙江省,温州市,京东,SUB-58309537-694,SONL-8366021311-657,ONL-8366021311,AN-2096,3,2222.52,阿迪达斯 衬衫 (卡其色/L),卡其色/L,6667.56,7087.01,否,待发货,待审核,3,0,阿迪达斯
1961,ORD-29336498,ONL-8361481904,抖音直播间,USER-19916,2024-01-22 11:09:00,2024-01-21 11:09:00,7236.9,7236.9,已取消,王畅,SPU-安踏-毛衣,2024-01-21 10:09:00,广东省,佛山市,京东,SUB-29336498-659,SONL-8361481904-363,ONL-8361481904,YC-1370,5,1282.49,安踏 毛衣 (蓝色/XXL),蓝色/XXL,6412.45,7236.9,否,已取消,已退款,5,5,安踏
